title_english,title_nepali,author_profile_link,author_name,Audiobook,E-book,Paperback,Hardcover,publisher_profile_link,publisher_name,genre,published_date,edition,isbn10,isbn13,pages,weight,language
"Himal, Sherpa ra Yeti","हिमाल, शेर्पा र यती",https://www.thuprai.com/author/bhisma-upreti/,Bhisma Upreti,,,275,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Travelogue,"November 12, 2020",1,9937939674,9789937939676,,,Nepali
Amritko Thopa,अमृतका थोपा,https://www.thuprai.com/author/durga-prasad-pokhrel/,Durga Prasad Pokhrel,,,255,,https://www.thuprai.com/publisher/unknown/,Unknown,Self-help,,,9937300533,9789937300537,87,175 g,Nepali
Aparichita,अपरिचिता,https://www.thuprai.com/author/arun-sharma/,Arun Sharma,,,250,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Literature,,,9937722365,9789937722360,,,Nepali
Udaan,उडान,https://www.thuprai.com/author/bijaya-sapkota/,Bijaya Sapkota,,,355,,https://www.thuprai.com/publisher/shabdik-books/,Shabdik Books,Teenagers,,1st,9937932602,9789937932608,245,100 g,Nepali
Hidaai,हिडाइ,https://www.thuprai.com/author/james-vance-marshall/,James Vance Marshall,,,225,,https://www.thuprai.com/publisher/eureka-publication/,Eureka Publication,Story for Children,2018,,,,160,100 g,Nepali
Thule Ra Sane,ठुले र साने,https://www.thuprai.com/author/rajesh-koirala/,Rajesh Koirala,,,130,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,,,,,Nepali
Anuradha Bhavan,अनुराधा भवन,https://www.thuprai.com/author/ganesh-prasad-lath/,Ganesh Prasad Lath,,,340,,https://www.thuprai.com/publisher/lipi-books/,Lipi Books,Novels,"February 27, 2015",1,9937896002,9789937896009,234,,Nepali
Shaark,सार्क,https://www.thuprai.com/author/melvin/,Melvin,,,105,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937515645,9789937515641,,,Nepali
Ek Jyan Dui Juni,एक ज्यान दुई जुनी,https://www.thuprai.com/author/devendra-raj-panday/,Devendra Raj Panday,,,550,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Memoirs,"January 24, 2021",1,9937746086,9789937746083,,370 g,Nepali
Sadak ra Pratibha,सडक र प्रतिभा,https://www.thuprai.com/author/parijat/,Parijat,,,110,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Short Stories,,,9993325775,9789993325772,,,Nepali
Hastakshayar,हस्ताक्षर,https://www.thuprai.com/author/devendra-nepali/,Devendra Nepali,,,79,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry,,1,9993324175,9789993324171,106,,Nepali
Chhotti,छोट्टी,https://www.thuprai.com/author/bakhat-bahadur-thapa/,Bakhat Bahadur Thapa,,,325,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Novels,,1,9937927730,9789937927734,200,200 g,Nepali
Roll Number Ek,रोल नम्बर एक,https://www.thuprai.com/author/radha-paudel/,Radha Paudel,,,335,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Children,"August 21, 2021",1,9937734797,9789937734790,,,Nepali
Ultimate Aakash,अल्टिमेट आकाश,https://www.thuprai.com/author/santosh-lamichhane/,Santosh Lamichhane,,195,425,,https://www.thuprai.com/publisher/janamat-prakashan/,Janamat Prakashan,Novels,"November 17, 2020",2,9937924685,9789937924689,240,215 g,Nepali
Bicharyatra,विचारयात्रा,https://www.thuprai.com/author/dhan-pandit/,Dhan Prasad Pandit,,200,,,,,Travelogue,,,9994621424,9789994621422,,300 g,Nepali
Lekhan Shilpa,लेखन शिल्प,https://www.thuprai.com/author/dr-devi-nepal/,Dr. Devi Nepal,,,600,,https://www.thuprai.com/publisher/airawati-prakashan/,Airawati Prakashan,Nepali Prose/Essays,"January 26, 2022",1,,,440,,Nepali
Xi Jinping,सी चिनफिङ,https://www.thuprai.com/author/sagar-chandra/,Sagar Chandra,,,399,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Biography & Memoirs,,,,,,,Nepali
Sagarmatha ko Gahirai,सगरमाथाको गहिराइ,https://www.thuprai.com/author/nawaraj-parajuli/,Nawaraj Parajuli,,,548,,https://www.thuprai.com/publisher/fineprint/,FinePrint,"Poetry, Drama & Literature",2017,,9937665566,9789937665568,,271 g,Nepali
Sumnima,सुम्निमा,https://www.thuprai.com/author/bishweshwar-prasad-koirala/,Bishweshwar Prasad Koirala,,,395,,https://www.thuprai.com/publisher/lipi-books/,Lipi Books,Contemporary Fiction,,,9937896037,9789937896030,205,150 g,Nepali
Devraat,देवरात,https://www.thuprai.com/author/ramesh-samarthan/,Ramesh Samarthan,,,185,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Fiction,2019,1,9937712653,9789937712651,,,Nepali
Ek Sarko Maya,एक सर्को माया,https://www.thuprai.com/author/gs-poudel/,G.S. Poudel,,,600,,https://www.thuprai.com/publisher/bulbul-publication/,Bulbul Publication,Fiction,September 2021,3,9937918898,9789937918893,,303 g,Nepali
Khel Jeet Manobigyan,खेल जीत मनोविज्ञान,https://www.thuprai.com/author/dn-ghising/,DN Ghising,,,375,,https://www.thuprai.com/publisher/glory-media/,Glory Media,Sports Psychology,,1,9937078571,9789937078573,176,,Nepali
Kathmandu Geet,काठमान्डु गीत,https://www.thuprai.com/author/tanka-chaulagain/,Tanka Chaulagain,,,295,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,,,9937872154,9789937872157,,,Nepali
Yadhyapi Prashnaharu,यद्यपि प्रश्नहरु,https://www.thuprai.com/author/saraswoti-pratichchya/,Saraswati Pratikshya,,0,,,,,Poetry,,,,,,,Nepali
Nayab SubbaParikshya Dirgadarsan,नायब सुब्बा: परीक्षा दिग्दर्शन,https://www.thuprai.com/author/gyaneshwor-bhattarai/,Gyaneshwor Bhattarai,,,1295,,https://www.thuprai.com/publisher/aasish-book-house-pvt-ltd/,Aasish Book House Pvt Ltd,Loksewa Preparation,,,,,,,Nepali
Quiz Book,सामान्य ज्ञान,https://www.thuprai.com/author/kumar-prasad-bhattarai/,Kumar Prasad Bhattarai,,,40,,https://www.thuprai.com/publisher/ashish-book-house/,Ashish Book House,Non-fiction,,,,,,,Nepali
Ghamkiri,घामकिरी,https://www.thuprai.com/author/nayan-raj-pandey/,Nayan Raj Pandey,,,430,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Novels,,,,,,,Nepali
Nametieka Chitraharu,नमेटिएका चित्रहरू,https://www.thuprai.com/author/damodar-pudasaini-kishor/,Damodar Pudasaini Kishor,,,295,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Travelogue,,1,9937330114,9789937330114,221,300 g,Nepali
Aringalko golo,अरिङ्गालको गोलो,https://www.thuprai.com/author/vijaya-chalise/,Vijaya Chalise,,,110,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Picturebook for Children,,,,,,,Nepali
Machanma Ma,मचानमा म,https://www.thuprai.com/author/ananta-wagle/,Ananta Wagle,,,160,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,"Children,Picturebook for Children",,,9937664810,9789937664813,24,,Nepali
Samvaidhanik Patni,संवैधानिक पत्नी,https://www.thuprai.com/author/krishna-bajgain/,Krishna Bajgai,,,270,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Short Stories,"January 22, 2021",1,993731271X,9789937312714,,80 g,Nepali
Bhedaka Duita Pathaa,भेडाका दुइटा पाठा,https://www.thuprai.com/author/n/,N/A,,,90,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Picturebook for Children,,,,,,,Nepali
Nayan Goes Missing,नयन हरायो,https://www.thuprai.com/author/kartikeya-ghimire/,Kartikeya Ghimire,,,125,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,Story for Children,,,9937652405,9789937652407,,,Nepali
Bhaya Sakra,भाया साक्रा,https://www.thuprai.com/author/krishna-bajgain/,Krishna Bajgai,,,295,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Travelogue,February 2019,1,9937708109,9789937708104,185,,Nepali
Milkieka Mani,मिल्किएका  मणि,https://www.thuprai.com/author/ramesh-bikal/,Ramesh Bikal,,55,17,,https://www.thuprai.com/publisher/ramesh-bikal-sahitya-pratisthan/,Ramesh Bikal Sahitya Pratishthan,Drama,,,,,71,,Nepali
Ultimate Aakash,अल्टिमेट आकाश,https://www.thuprai.com/author/santosh-lamichhane/,Santosh Lamichhane,,195,425,,https://www.thuprai.com/publisher/janamat-prakashan/,Janamat Prakashan,Novels,"November 17, 2020",2,9937924685,9789937924689,240,215 g,Nepali
Kasko kapal ?,कसको कपाल ?,https://www.thuprai.com/author/yeshu-shrestha/,Yeshu Shrestha,,,140,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,9937664373,9789937664370,,,Nepali
Itihaas Ko Ek Kaal Khanda,इतिहासको एक कालखण्ड,https://www.thuprai.com/author/navaraj-subedi/,Navaraj Subedi,,,250,,https://www.thuprai.com/publisher/jagadamba-prakashan/,Jagadamba Prakashan,"Biography: Historical, Political & Military","November 15, 2013",1,,,136,177 g,Nepali
Secondary Nepali Teacher License,माध्यमिक शिक्षक प्रतियोगिता दिग्दर्शन: नेपाली,https://www.thuprai.com/author/ganesh-prasad-bhattarai/,Ganesh Prasad Bhattarai,,,200,,https://www.thuprai.com/publisher/sopan-masik/,Sopan Masik,Loksewa Preparation,,,,,,,Nepali
Shukra Neeti,शुक्र नीति,https://www.thuprai.com/author/pandit-chetprasad-upadhyaya/,Pandit Chetprasad Upadhyaya,,,545,,https://www.thuprai.com/publisher/aasish-book-house-pvt-ltd/,Aasish Book House Pvt Ltd,Religion & Spirituality,,,,,,,Nepali
Luni,लूनी: गीतिकाव्य,https://www.thuprai.com/author/mahakavi-laxmi-prasad-devkota/,Laxmi Prasad Devkota,,,75,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry,,,9993329312,9789993329312,,50 g,Nepali
The Piper of Raniban,रानीवनको बाँसुरीवादक,https://www.thuprai.com/author/tom-mccaughey/,Tom Mccaughey,,,85,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Children,,,9937105005,9789937105002,46,,Nepali
Uttar Adhunik Antarepath,उत्तरआधुनिक अन्तरेपथ,https://www.thuprai.com/author/khagendra-sangraula/,Khagendra Sangroula,,0,,,https://www.thuprai.com/publisher/bn-pustak-sansar/,BN Pustak Sansar,Literature/Essays,"May 28, 2016",1,,,221,,Nepali
Dura Jatika Lok Kathaharu,दुरा जातिका लोककथाहरू,https://www.thuprai.com/author/muktinath-ghimire/,Muktinath Ghimire,,,130,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,Nepali Folklore,"January 01, 2022",1,,,96,,Nepali
Nepalko Samvidhan,नेपालको संविधान,,,,,130,,https://www.thuprai.com/publisher/government-nepal/,Government of Nepal,Politics & Government,,,,,,210 g,Nepali
Dungal,दुङाल,https://www.thuprai.com/author/malika-keshari/,Malika Keshari,,240,484,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,"August 10, 2021",1,9937734673,9789937734677,,,Nepali
Sigha Ko Bhooj,सिंहको भॊज,https://www.thuprai.com/author/laavanya-kaarthik/,Laavanya Kaarthik,,,395,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937709318,9789937709316,,,Nepali
Geetako Gantho,गीताको गाँठो,https://www.thuprai.com/author/unknown/,Unknown,,,355,,https://www.thuprai.com/publisher/bela-publication/,Bela Publication,Religion,,,,,,,Nepali
Sukhasutra,"सुखसुत्र: विशिष्ट जीवनका, सर्वोत्कृष्ट उत्प्रेरणा",https://www.thuprai.com/author/acharya-rajan-sharma/,Acharya Rajan Sharma,,,400,,https://www.thuprai.com/publisher/unknown/,Unknown,"Mind, Body & Spirit",,1,9937039347,9789937039345,138,125 g,Nepali
Khare ra Bane,खरे र बाने,https://www.thuprai.com/author/bishwambhar-chanchal/,Bishwambhar Chanchal,,,55,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Children,,,,,,,Nepali
Narak ko Dhoka,नरकको ढोका,https://www.thuprai.com/author/narayan-dhakal/,Narayan Dhakal,,,150,,https://www.thuprai.com/publisher/gyanjyoti-books-publication/,Gyanjyoti Books Publication,Poetry,,1,993705172X,9789937051729,64,80 g,Nepali
Gauri,गौरी,https://www.thuprai.com/author/madhav-prasad-ghimire/,Madhav Prasad Ghimire,,,65,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Poetry,2004,19,9993329754,9789993329756,34,50 g,Nepali
Samajvaad ra B.P. Koirala,समाजवाद र बी.पी. कोइराला,https://www.thuprai.com/author/dr-shobhakar-parajuli/,Dr. Shobhakar Parajuli,,,275,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Political/Social,October 2020,1,9937896150,9789937896153,169+vii,125 g,Nepali
Badaldada,बादलडाँडा,https://www.thuprai.com/author/rajendra-man-dangol/,Rajendra Man Dangol,,,600,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Travel,,,9937784611,9789937784610,,,Nepali
Jhajhalko,झझल्को,https://www.thuprai.com/author/ram-binaya/,Ram Binaya,,,400,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Travelogue,2017,1,9937712068,9789937712064,316,150 g,Nepali
Arko Sanjh Parkhera  Sanjhma,अर्को साँझ पर्खेर  साँझमा,https://www.thuprai.com/author/ramesh-kshitiz/,Ramesh Kshitiz,,,499,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Songs & Lyrical Poems,,,,,112,,Nepali
Waripari nai Sarwopari,वरिपरि नै सर्वोपरि,https://www.thuprai.com/author/jeevan-kumar-prasain/,Jeevan Kumar Prasain,,195,395,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,"Self-help,Health & Fitness","May 17, 2019",1st,9937932017,9789937932011,224,,Nepali
Sugandhapur,सुगन्धपुर,https://www.thuprai.com/author/bishwa-kuikel/,Bishwa Kuikel,,,350,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Short Stories,"October 30, 2021",1,9937705606,9789937705608,,176 g,Nepali
Sthaniya Sarkarko Nyayik Adhikar,स्थानीय सरकारको न्यायिक अधिकार,https://www.thuprai.com/author/sk-timilsina/,S.K. Timilsina,,,550,,https://www.thuprai.com/publisher/sunbarsi-book-house/,Sunbarsi Book House,Constitution,,1,9937036534,9789937036535,552,,Nepali
Bhojpure Hulakika Santan,भोजपुरे हुलाकीका सन्तान,https://www.thuprai.com/author/shailendra-sakar/,Shailendra Sakar,,,595,,https://www.thuprai.com/publisher/unknown/,Unknown,Arts,2019,1,9937056527,9789937056526,209,250 g,Nepali
Misar,मिसर,https://www.thuprai.com/author/iilya-bhattarai/,IIlya Bhattarai,,,400,,https://www.thuprai.com/publisher/akshar-creations/,Akshar Creations,Historical Fiction,"March 03, 2023",,9937945127,9789937945127,,175 g,Nepali
Hamro Kura Pani Sunnus,हाम्रो कुरा पनि सुन्नुस्,https://www.thuprai.com/author/anbika_giri/,Anbika Giri,,135,225,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Story for Children,June 2017,Second,9937918316,9789937918312,,,Nepali
Smritika Pahad,स्मृतिका पहाड: कवितासङ्ग्रह,https://www.thuprai.com/author/bidur-chalise/,Dr. Bidur Chalise,,125,300,,https://www.thuprai.com/publisher/samakalin-literary-academy/,"Samakalin Literary Academy, UK",Poetry Anthology,,,,,,,Nepali
Aadhi,आधि,https://www.thuprai.com/author/usha-sherchan/,Usha Sherchan,,,400,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Novels,"August 13, 2019",1,9937931290,9789937931298,168,150 g,Nepali
Lu Xun Ka Utkristha Kathaharu,लू शुनका उत्कृष्ट कथाहरू,https://www.thuprai.com/author/lu-xun/,Lu Xun,,,395,,https://www.thuprai.com/publisher/pragati-pustak-sadan/,Pragati Pustak Sadan,"Stories,Literature",,,,,,300 g,Nepali
Ma ra Mero Kotha,म र मेरो कोठा,https://www.thuprai.com/author/shanta-dahal/,Shanta Dahal,,,150,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,"Children,Picturebook for Children",2019,,9937629624,9789937629621,,,Nepali
Janata Jageko Bela,जनता जागेको बेला: जनआन्दोलन २०४६ को इतिहास,https://www.thuprai.com/author/kiyoko-ogura/,Kiyoko Ogura,,,175,,https://www.thuprai.com/publisher/himal-kitab-books/,Himal Books,Nepali History,,,,,276,,Nepali
"Bhumi,Kisan ra  Rajya","भूमि,किसान र राज्य",https://www.thuprai.com/author/jhalak-subedi/,Jhalak Subedi,,,248,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Non-fiction,,,9937665108,9789937665100,155,,Nepali
Kavishiromani Rachanawalee,कविशिरोमणि रचनावली,https://www.thuprai.com/author/lekhnath-paudyal/,Lekhnath Paudyal,,,,7000,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,"Poetry, Drama & Literature",2018,,9937909082,9789937909082,,,Nepali
